time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2021-06-17 23:45:00,22464869.283,118053690.442,2931.962,44.5,22630592.976,118924613.403,-2608.092,44.5,21256976.992,111706177.315,-544.393,49.5,20672413.609,108634268.052,135.3,47.75
2021-06-17 23:45:01,22464311.048,118050758.75,2931.744,44.75,22631089.16,118927221.759,-2608.258,44.5,21257080.783,111706722.153,-544.991,49.5,20672388.007,108634133.156,134.843,47.75
2021-06-17 23:45:02,22463753.449,118047827.144,2931.344,44.5,22631585.709,118929830.02,-2608.553,44.5,21257184.448,111707267.446,-545.771,49.25,20672362.422,108633998.734,133.952,48.0
2021-06-17 23:45:03,22463195.391,118044895.737,2931.307,44.5,22632081.497,118932438.304,-2608.414,44.25,21257288.282,111707813.287,-546.16,49.25,20672336.832,108633864.851,133.569,48.0
2021-06-17 23:45:04,22462638.023,118041964.84,2931.149,44.5,22632578.511,118935046.913,-2608.278,44.25,21257392.468,111708359.992,-546.66,49.25,20672311.449,108633731.844,133.056,48.25
2021-06-17 23:45:05,22462080.071,118039033.86,2930.798,44.5,22633074.97,118937655.281,-2608.5,44.25,21257496.688,111708906.962,-547.283,49.5,20672286.236,108633599.103,132.421,48.5
2021-06-17 23:45:06,22461522.717,118036103.246,2930.54,44.25,22633571.412,118940263.824,-2608.409,44.5,21257600.416,111709454.669,-547.84,49.5,20672261.329,108633467.097,131.817,48.75
2021-06-17 23:45:07,22460964.891,118033172.754,2930.607,44.5,22634067.691,118942872.348,-2608.333,44.5,21257705.056,111710002.859,-548.225,49.5,20672236.066,108633335.57,131.507,49.0
2021-06-17 23:45:08,22460407.25,118030242.577,2930.357,44.75,22634563.827,118945480.97,-2608.287,44.5,21257809.39,111710551.714,-548.82,49.5,20672211.306,108633204.708,130.898,49.0
2021-06-17 23:45:09,22459849.807,118027312.522,2930.112,44.75,22635060.646,118948089.575,-2608.462,44.5,21257914.14,111711101.057,-549.506,49.5,20672186.243,108633074.341,130.234,49.0
2021-06-17 23:45:10,22459291.929,118024382.693,2929.954,45.0,22635556.802,118950698.221,-2608.433,44.75,21258018.702,111711650.972,-549.986,49.5,20672161.708,108632944.551,129.773,49.0
2021-06-17 23:45:11,22458734.806,118021453.041,2929.754,45.0,22636053.216,118953306.881,-2608.567,44.75,21258123.195,111712201.437,-550.613,49.5,20672137.077,108632815.313,129.12,49.25
2021-06-17 23:45:12,22458177.222,118018523.513,2929.418,45.25,22636549.769,118955915.479,-2608.645,44.75,21258228.038,111712752.361,-551.268,49.25,20672112.506,108632686.546,128.421,49.25
2021-06-17 23:45:13,22457619.845,118015594.455,2929.213,45.25,22637046.138,118958524.372,-2608.675,45.0,21258333.055,111713304.116,-551.803,49.25,20672088.103,108632558.605,127.943,49.25
2021-06-17 23:45:14,22457062.33,118012665.429,2929.08,45.0,22637542.699,118961133.124,-2608.579,44.75,21258438.082,111713856.277,-552.329,49.25,20672063.838,108632431.069,127.412,49.25
2021-06-17 23:45:15,22456505.607,118009736.799,2928.979,45.0,22638039.521,118963742.106,-2608.68,44.75,21258543.381,111714409.169,-552.763,49.25,20672039.792,108632304.283,126.89,49.5
2021-06-17 23:45:16,22455948.209,118006808.394,2928.381,45.0,22638535.513,118966351.125,-2608.98,44.5,21258648.725,111714962.664,-553.749,49.25,20672015.757,108632178.088,125.975,49.75
2021-06-17 23:45:17,22455390.697,118003880.165,2928.143,45.0,22639031.942,118968960.146,-2608.903,44.5,21258754.084,111715516.679,-554.209,49.5,20671991.822,108632052.413,125.512,49.75
2021-06-17 23:45:18,22454833.58,118000952.047,2928.153,45.0,22639528.363,118971569.107,-2608.895,44.5,21258859.572,111716071.167,-554.692,49.25,20671968.105,108631927.227,124.975,49.75
2021-06-17 23:45:19,22454276.059,117998024.127,2927.922,45.0,22640024.723,118974178.095,-2608.907,44.5,21258965.189,111716626.203,-555.205,49.25,20671944.266,108631802.591,124.496,50.0
2021-06-17 23:45:20,22453719.417,117995096.258,2927.615,45.0,22640521.569,118976786.941,-2608.986,44.5,21259070.827,111717181.63,-555.799,49.25,20671920.57,108631678.347,123.889,50.0
