time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2021-08-28 20:30:00,23515939.452,123577150.187,1487.313,39.25,23474879.076,123361371.72,-728.409,40.0,25260045.506,132742480.657,-988.383,33.5,22929091.818,120493220.275,2830.696,40.75
2021-08-28 20:30:01,23515656.697,123575663.018,1487.054,39.25,23475017.883,123362100.028,-728.179,39.75,25260231.288,132743469.003,-988.269,33.25,22928552.671,120490389.669,2830.612,40.5
2021-08-28 20:30:02,23515374.031,123574176.213,1486.79,38.75,23475156.978,123362828.458,-728.531,40.0,25260418.028,132744457.3,-988.05,33.0,22928013.42,120487559.252,2830.509,40.75
2021-08-28 20:30:03,23515091.642,123572689.371,1486.832,38.75,23475295.368,123363556.547,-728.158,40.0,25260607.305,132745445.064,-987.564,32.75,22927475.055,120484728.662,2830.504,40.75
2021-08-28 20:30:04,23514808.455,123571202.749,1486.59,39.0,23475434.247,123364284.539,-727.951,40.0,25260795.182,132746432.606,-987.174,33.0,22926937.177,120481898.081,2830.458,40.5
2021-08-28 20:30:05,23514525.745,123569716.293,1486.394,39.0,23475572.538,123365012.412,-727.74,40.0,25260983.059,132747419.873,-986.987,33.0,22926398.102,120479067.505,2830.568,40.75
2021-08-28 20:30:06,23514242.794,123568229.833,1486.763,39.0,23475711.201,123365740.037,-727.275,40.0,25261172.594,132748406.689,-986.27,33.25,22925859.663,120476236.758,2831.128,40.75
2021-08-28 20:30:07,23513959.494,123566743.478,1486.191,38.75,23475849.022,123366467.438,-727.428,40.0,25261358.184,132749393.158,-986.463,33.5,22925321.145,120473405.963,2830.866,41.0
2021-08-28 20:30:08,23513676.933,123565257.16,1486.457,39.0,23475987.418,123367194.623,-726.916,40.0,25261546.711,132750379.188,-985.606,33.25,22924782.113,120470575.05,2831.133,41.0
2021-08-28 20:30:09,23513394.304,123563771.056,1485.99,38.75,23476125.215,123367921.734,-727.197,40.0,25261733.8,132751365.004,-985.691,33.25,22924243.766,120467744.184,2830.739,41.0
2021-08-28 20:30:10,23513111.261,123562285.23,1485.822,38.75,23476264.309,123368648.822,-727.076,39.75,25261920.306,132752350.616,-985.33,33.25,22923705.033,120464913.413,2830.808,41.25
2021-08-28 20:30:11,23512828.068,123560799.684,1485.981,39.0,23476402.544,123369375.918,-726.507,39.75,25262107.374,132753336.123,-984.767,33.5,22923166.399,120462082.792,2831.029,41.5
2021-08-28 20:30:12,23512545.51,123559314.056,1485.618,39.0,23476540.589,123370102.606,-726.625,39.25,25262297.158,132754321.0,-984.63,33.75,22922627.396,120459251.882,2830.902,41.5
2021-08-28 20:30:13,23512263.166,123557828.543,1485.485,39.0,23476678.467,123370829.126,-726.463,39.25,25262484.354,132755305.59,-984.233,34.0,22922089.146,120456420.912,2831.101,41.25
2021-08-28 20:30:14,23511980.354,123556342.92,1485.819,39.0,23476817.687,123371555.292,-725.737,39.75,25262670.039,132756289.666,-984.036,34.0,22921549.795,120453589.741,2831.402,41.25
2021-08-28 20:30:15,23511697.859,123554857.316,1485.628,39.0,23476955.805,123372281.175,-725.862,39.75,25262859.616,132757273.216,-983.205,34.25,22921011.38,120450758.36,2831.443,41.5
2021-08-28 20:30:16,23511415.299,123553371.762,1485.745,39.25,23477093.038,123373006.813,-725.435,39.75,25263044.525,132758256.433,-982.977,34.0,22920472.338,120447926.911,2831.582,41.5
2021-08-28 20:30:17,23511132.136,123551886.318,1485.308,39.25,23477231.923,123373732.262,-725.516,40.0,25263233.76,132759239.275,-982.881,34.0,22919933.317,120445095.353,2831.47,41.5
2021-08-28 20:30:18,23510849.351,123550401.038,1485.659,39.25,23477369.53,123374457.579,-724.81,40.0,25263418.597,132760221.843,-982.133,34.0,22919395.202,120442263.825,2831.906,41.5
2021-08-28 20:30:19,23510567.144,123548915.885,1485.091,39.0,23477507.6,123375182.757,-725.255,39.75,25263604.93,132761204.057,-982.004,34.0,22918856.292,120439432.257,2831.595,41.25
2021-08-28 20:30:20,23510283.915,123547430.986,1484.699,39.0,23477646.068,123375907.866,-725.196,40.0,25263793.68,132762186.105,-982.012,34.25,22918317.694,120436600.771,2831.367,41.25
2021-08-28 20:30:21,23510002.617,123545946.218,1484.392,39.25,23477783.349,123376632.855,-725.105,39.75,25263979.605,132763167.815,-981.891,34.5,22917778.469,120433769.224,2831.399,41.25
2021-08-28 20:30:22,23509719.25,123544461.487,1484.561,39.25,23477920.825,123377357.6,-724.901,39.5,25264166.768,132764149.136,-981.443,34.25,22917239.55,120430937.6,2831.475,41.25
2021-08-28 20:30:23,23509437.883,123542976.886,1484.717,39.0,23478058.873,123378082.137,-724.199,39.75,25264353.746,132765130.063,-980.597,34.0,22916700.709,120428105.893,2832.029,41.25
