time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2019-03-27 05:00:00,21994434.586,115581523.853,231.613,43.2,20809794.875,109356239.856,-1229.34,54.9,23225232.266,122049552.096,-2809.109,45.5,22732732.484,119461448.959,85.5,41.7
2019-03-27 05:00:01,21994390.789,115581292.251,231.832,42.9,20810028.781,109357469.42,-1229.707,55.1,23225767.547,122052361.384,-2809.277,46.0,22732716.625,119461363.645,85.301,41.7
2019-03-27 05:00:02,21994346.891,115581060.682,231.508,43.1,20810262.914,109358699.586,-1230.367,55.2,23226301.82,122055170.988,-2809.668,46.3,22732700.203,119461278.87,84.535,42.0
2019-03-27 05:00:03,21994302.578,115580829.145,231.523,43.2,20810497.219,109359930.264,-1230.91,55.2,23226836.531,122057980.858,-2809.957,46.0,22732684.398,119461194.486,84.125,41.5
2019-03-27 05:00:04,21994258.703,115580597.539,231.656,43.0,20810731.648,109361161.465,-1231.52,55.2,23227371.156,122060790.967,-2810.215,45.9,22732667.844,119461110.512,83.789,41.8
2019-03-27 05:00:05,21994214.609,115580366.028,231.566,43.5,20810965.664,109362393.219,-1232.02,55.0,23227906.133,122063601.426,-2810.629,45.8,22732651.609,119461027.0,83.316,41.8
2019-03-27 05:00:06,21994170.797,115580134.504,231.605,43.9,20811200.523,109363625.544,-1232.563,54.5,23228440.484,122066412.142,-2810.84,45.1,22732636.289,119460943.956,82.809,41.8
2019-03-27 05:00:07,21994126.719,115579903.026,231.359,43.8,20811434.836,109364858.393,-1233.16,54.0,23228975.82,122069223.154,-2811.133,45.3,22732620.836,119460861.33,82.34,41.9
2019-03-27 05:00:08,21994082.68,115579671.491,231.629,43.4,20811669.813,109366091.77,-1233.598,54.1,23229510.539,122072034.426,-2811.441,45.6,22732605.305,119460779.123,82.004,41.6
2019-03-27 05:00:09,21994038.719,115579439.99,231.512,43.8,20811904.305,109367325.674,-1234.113,54.4,23230045.906,122074845.999,-2811.672,46.0,22732590.078,119460697.377,81.496,41.6
2019-03-27 05:00:10,21993994.32,115579208.506,231.559,43.1,20812139.406,109368560.144,-1234.742,54.1,23230581.133,122077657.853,-2812.066,46.0,22732574.797,119460616.045,81.07,41.7
2019-03-27 05:00:11,21993950.414,115578977.078,231.469,43.1,20812374.203,109369795.18,-1235.195,54.1,23231116.039,122080470.003,-2812.152,45.9,22732558.859,119460535.187,80.691,41.8
2019-03-27 05:00:12,21993906.297,115578745.588,231.559,43.5,20812609.594,109371030.721,-1235.832,54.2,23231651.109,122083282.431,-2812.559,46.3,22732543.734,119460454.729,80.246,41.4
2019-03-27 05:00:13,21993862.461,115578514.178,231.43,43.7,20812844.539,109372266.835,-1236.5,54.4,23232186.164,122086095.14,-2812.922,46.0,22732528.719,119460374.768,79.656,41.6
2019-03-27 05:00:14,21993818.453,115578282.778,231.434,43.2,20813080.141,109373503.479,-1236.945,54.3,23232722.359,122088908.162,-2813.273,45.3,22732513.109,119460295.213,79.32,41.4
2019-03-27 05:00:15,21993774.516,115578051.402,231.344,43.1,20813315.328,109374740.689,-1237.605,54.7,23233256.883,122091721.445,-2813.465,45.9,22732497.992,119460216.139,78.754,41.3
2019-03-27 05:00:16,21993730.547,115577820.02,231.266,42.8,20813550.969,109375978.407,-1238.023,54.8,23233792.555,122094535.026,-2813.77,45.7,22732482.227,119460137.46,78.402,41.1
2019-03-27 05:00:17,21993686.109,115577588.627,231.305,42.7,20813786.547,109377216.67,-1238.48,55.0,23234328.195,122097348.86,-2813.934,45.9,22732467.469,119460059.239,77.984,40.7
2019-03-27 05:00:18,21993642.547,115577357.284,231.086,42.8,20814022.609,109378455.492,-1239.195,54.4,23234863.953,122100163.022,-2814.402,46.3,22732452.719,119459981.442,77.492,40.8
2019-03-27 05:00:19,21993598.477,115577125.939,231.281,43.2,20814258.109,109379694.857,-1239.668,54.4,23235399.023,122102977.452,-2814.605,45.6,22732437.789,119459904.102,77.125,40.7
2019-03-27 05:00:20,21993554.555,115576894.635,231.402,42.7,20814494.164,109380934.759,-1240.16,54.4,23235935.195,122105792.151,-2814.848,45.2,22732423.641,119459827.217,76.551,40.6
2019-03-27 05:00:21,21993510.695,115576663.327,231.352,43.0,20814730.164,109382175.217,-1240.688,54.3,23236470.516,122108607.15,-2815.098,45.3,22732409.008,119459750.732,76.367,40.7
2019-03-27 05:00:22,21993466.367,115576432.039,231.242,43.0,20814966.344,109383416.196,-1241.316,54.4,23237006.297,122111422.426,-2815.574,45.6,22732395.0,119459674.717,75.758,40.5
2019-03-27 05:00:23,21993422.625,115576200.761,231.344,43.6,20815202.445,109384657.701,-1241.645,54.5,23237541.789,122114237.97,-2815.68,45.7,22732380.289,119459599.109,75.488,40.5
2019-03-27 05:00:24,21993378.344,115575969.526,231.176,43.5,20815438.828,109385899.805,-1242.352,54.7,23238077.609,122117053.824,-2816.023,45.9,22732366.219,119459523.992,74.875,40.6
2019-03-27 05:00:25,21993334.258,115575738.307,231.172,43.3,20815675.438,109387142.431,-1242.965,54.4,23238613.938,122119869.972,-2816.367,45.9,22732352.328,119459449.297,74.48,41.0
2019-03-27 05:00:26,21993290.773,115575507.058,231.25,43.2,20815912.242,109388385.585,-1243.449,54.3,23239149.641,122122686.373,-2816.664,45.5,22732338.281,119459375.017,74.094,41.3
