time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2019-07-13 17:00:00,23495233.437,123468297.912,3286.86,45.625,22650737.548,119030411.212,-2226.381,44.75,0.0,0.0,0.0,0.0,20757158.951,109079631.104,-1285.431,51.906
2019-07-13 17:00:01,23494608.025,123465011.079,3286.77,45.812,22651161.124,119032637.684,-2226.522,44.719,0.0,0.0,0.0,0.0,20757403.584,109080916.663,-1285.696,51.906
2019-07-13 17:00:02,23493982.546,123461724.32,3286.699,45.656,22651584.762,119034864.24,-2226.643,44.719,0.0,0.0,0.0,0.0,20757648.284,109082202.474,-1285.866,51.844
2019-07-13 17:00:03,23493357.033,123458437.62,3286.664,45.656,22652008.462,119037090.855,-2226.615,44.656,0.0,0.0,0.0,0.0,20757893.019,109083488.507,-1286.096,51.812
2019-07-13 17:00:04,23492731.58,123455151.041,3286.384,45.625,22652432.134,119039317.604,-2226.863,44.625,0.0,0.0,0.0,0.0,20758137.79,109084774.832,-1286.513,51.844
2019-07-13 17:00:05,23492106.203,123451864.722,3286.21,45.688,22652855.821,119041544.621,-2227.11,44.719,0.0,0.0,0.0,0.0,20758382.66,109086061.592,-1286.926,51.812
2019-07-13 17:00:06,23491480.89,123448578.577,3286.059,45.688,22653279.637,119043771.827,-2227.297,44.656,0.0,0.0,0.0,0.0,20758627.602,109087348.696,-1287.328,51.75
2019-07-13 17:00:07,23490855.681,123445292.483,3286.144,45.594,22653703.423,119045999.09,-2227.263,44.688,0.0,0.0,0.0,0.0,20758872.571,109088636.022,-1287.351,51.719
2019-07-13 17:00:08,23490230.484,123442006.564,3285.762,45.562,22654127.273,119048226.531,-2227.583,44.812,0.0,0.0,0.0,0.0,20759117.604,109089923.676,-1287.925,51.812
2019-07-13 17:00:09,23489605.178,123438720.895,3285.625,45.656,22654551.165,119050454.218,-2227.708,44.656,0.0,0.0,0.0,0.0,20759362.678,109091211.757,-1288.262,51.656
2019-07-13 17:00:10,23488979.986,123435435.351,3285.556,45.406,22654975.178,119052682.075,-2227.867,44.656,0.0,0.0,0.0,0.0,20759607.835,109092500.138,-1288.48,51.594
2019-07-13 17:00:11,23488354.743,123432149.857,3285.458,45.406,22655399.144,119054909.959,-2227.967,44.719,0.0,0.0,0.0,0.0,20759853.028,109093788.722,-1288.756,51.656
2019-07-13 17:00:12,23487729.547,123428864.569,3285.124,45.594,22655823.347,119057138.058,-2228.286,44.688,0.0,0.0,0.0,0.0,20760098.313,109095077.681,-1289.232,51.656
2019-07-13 17:00:13,23487104.415,123425579.567,3284.898,45.531,22656247.362,119059366.438,-2228.417,44.719,0.0,0.0,0.0,0.0,20760343.678,109096367.096,-1289.594,51.625
2019-07-13 17:00:14,23486479.304,123422294.58,3284.94,45.5,22656671.434,119061594.86,-2228.411,44.594,0.0,0.0,0.0,0.0,20760589.121,109097656.692,-1289.711,51.656
2019-07-13 17:00:15,23485854.107,123419009.738,3284.672,45.5,22657095.538,119063823.417,-2228.702,44.5,0.0,0.0,0.0,0.0,20760834.605,109098946.592,-1290.188,51.562
2019-07-13 17:00:16,23485229.195,123415725.085,3284.567,45.469,22657519.685,119066052.173,-2228.823,44.469,0.0,0.0,0.0,0.0,20761080.177,109100236.851,-1290.487,51.625
2019-07-13 17:00:17,23484604.218,123412440.594,3284.422,45.531,22657943.741,119068281.094,-2228.896,44.5,0.0,0.0,0.0,0.0,20761325.71,109101527.439,-1290.683,51.594
