time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2021-01-05 14:30:00,22691299.792,119243633.268,440.976,43.0,20611093.04,108312103.047,-327.444,52.25,21298047.534,111922001.857,-396.658,50.25,23332457.39,122612937.777,-1480.235,41.5
2021-01-05 14:30:01,22691215.448,119243192.189,441.184,43.0,20611155.475,108312430.733,-327.988,52.5,21298123.066,111922398.724,-397.143,50.25,23332740.409,122614418.175,-1480.707,41.5
2021-01-05 14:30:02,22691131.701,119242751.128,441.626,43.0,20611217.946,108312759.075,-328.133,52.5,21298198.815,111922796.193,-397.232,50.25,23333021.671,122615899.197,-1480.829,41.75
2021-01-05 14:30:03,22691048.086,119242310.058,441.44,43.0,20611280.246,108313088.078,-328.938,52.5,21298274.602,111923194.276,-398.034,50.5,23333303.869,122617380.862,-1481.625,41.75
2021-01-05 14:30:04,22690963.923,119241868.627,441.326,43.0,20611342.788,108313417.37,-329.733,52.5,21298350.399,111923592.591,-398.758,50.5,23333585.992,122618862.789,-1482.4,41.5
2021-01-05 14:30:05,22690879.825,119241427.027,441.452,42.75,20611405.778,108313747.16,-330.288,52.5,21298426.555,111923991.363,-399.282,50.5,23333867.461,122620345.218,-1482.964,41.25
2021-01-05 14:30:06,22690796.078,119240985.545,441.337,42.75,20611468.476,108314077.684,-330.986,52.5,21298502.37,111924390.819,-399.893,50.5,23334149.64,122621828.341,-1483.6,41.25
2021-01-05 14:30:07,22690711.716,119240544.073,441.628,42.75,20611531.418,108314408.879,-331.43,52.5,21298578.763,111924790.89,-400.32,50.5,23334432.635,122623312.093,-1483.917,41.25
2021-01-05 14:30:08,22690627.585,119240102.307,442.344,42.75,20611594.578,108314740.412,-331.272,52.5,21298654.763,111925191.272,-400.139,50.5,23334714.042,122624796.2,-1483.851,40.5
2021-01-05 14:30:09,22690543.347,119239660.494,442.246,43.0,20611657.729,108315072.556,-331.985,52.5,21298731.141,111925592.202,-400.711,50.75,23334997.429,122626280.868,-1484.511,40.5
2021-01-05 14:30:10,22690459.375,119239218.624,442.69,43.25,20611720.917,108315405.304,-332.295,52.75,21298807.534,111925993.692,-400.988,50.75,23335279.687,122627766.123,-1484.776,41.0
2021-01-05 14:30:11,22690375.673,119238776.466,442.237,43.25,20611784.535,108315738.409,-333.356,52.5,21298883.912,111926395.499,-402.037,50.75,23335562.73,122629251.717,-1485.874,41.25
2021-01-05 14:30:12,22690290.763,119238334.281,442.522,43.0,20611848.079,108316072.144,-333.688,52.5,21298960.644,111926797.881,-402.316,50.75,23335845.126,122630737.915,-1486.144,41.25
2021-01-05 14:30:13,22690207.093,119237891.935,442.22,43.25,20611911.659,108316406.387,-334.625,52.5,21299036.87,111927200.723,-403.227,51.0,23336127.965,122632224.601,-1487.048,41.25
2021-01-05 14:30:14,22690122.69,119237449.248,442.777,43.25,20611975.545,108316740.941,-334.909,52.5,21299113.82,111927603.819,-403.406,51.0,23336411.263,122633711.574,-1487.282,41.5
2021-01-05 14:30:15,22690038.598,119237006.453,442.963,43.25,20612039.032,108317076.008,-335.224,52.25,21299190.738,111928007.407,-403.768,51.0,23336694.012,122635199.035,-1487.631,41.75
