time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2018-07-15 14:30:00,22432157.648,117881752.073,-987.199,47.6,23628602.57,124169301.481,3260.609,40.3,21822640.242,114678761.138,3248.258,50.2,23458919.328,123277395.308,-1224.563,46.1
2018-07-15 14:30:01,22432345.43,117882739.287,-987.262,47.6,23627982.484,124166040.791,3260.688,40.8,21822022.25,114675512.956,3248.102,50.2,23459152.484,123278619.945,-1224.742,46.6
2018-07-15 14:30:02,22432533.32,117883726.788,-987.508,47.6,23627362.133,124162780.39,3260.336,40.3,21821404.266,114672265.136,3247.766,50.1,23459385.367,123279844.975,-1225.125,46.3
2018-07-15 14:30:03,22432721.344,117884714.535,-987.902,47.4,23626741.547,124159520.239,3259.84,40.2,21820786.125,114669017.671,3247.258,50.1,23459618.422,123281070.336,-1225.531,46.3
2018-07-15 14:30:04,22432909.586,117885702.467,-988.074,47.4,23626120.82,124156260.201,3259.93,40.4,21820168.109,114665770.473,3247.07,50.0,23459852.023,123282296.01,-1225.867,46.5
2018-07-15 14:30:05,22433097.609,117886690.645,-988.258,47.8,23625501.242,124153000.443,3259.68,40.5,21819550.328,114662523.619,3246.699,50.1,23460085.234,123283522.007,-1226.199,46.8
2018-07-15 14:30:06,22433285.406,117887679.098,-988.625,47.2,23624880.602,124149740.947,3259.258,39.8,21818932.844,114659277.14,3246.227,49.9,23460318.141,123284748.416,-1226.68,46.8
2018-07-15 14:30:07,22433473.797,117888667.706,-988.832,47.0,23624259.961,124146481.601,3259.086,39.7,21818314.82,114656030.895,3246.055,50.1,23460552.117,123285975.06,-1226.879,46.8
2018-07-15 14:30:08,22433661.609,117889656.578,-989.133,47.3,23623640.063,124143222.514,3258.793,40.1,21817697.078,114652785.013,3245.641,50.1,23460785.289,123287202.083,-1227.309,46.3
2018-07-15 14:30:09,22433849.992,117890645.644,-989.254,46.8,23623020.008,124139963.57,3258.727,40.0,21817079.469,114649539.399,3245.434,50.3,23461019.414,123288429.386,-1227.539,46.4
2018-07-15 14:30:10,22434037.977,117891634.977,-989.441,46.8,23622399.813,124136704.924,3258.57,39.9,21816462.266,114646294.178,3245.109,50.6,23461252.641,123289657.083,-1227.852,46.4
2018-07-15 14:30:11,22434226.641,117892624.51,-989.656,47.1,23621779.727,124133446.434,3258.332,40.2,21815844.648,114643049.233,3244.73,50.7,23461486.367,123290885.064,-1228.117,46.2
2018-07-15 14:30:12,22434415.328,117893614.353,-989.961,46.9,23621159.586,124130188.255,3258.09,39.8,21815227.086,114639804.69,3244.324,50.3,23461719.914,123292113.469,-1228.645,46.8
2018-07-15 14:30:13,22434603.742,117894604.407,-990.258,47.2,23620540.664,124126930.287,3257.813,39.7,21814609.602,114636560.443,3243.988,50.2,23461953.859,123293342.194,-1229.023,46.7
2018-07-15 14:30:14,22434791.938,117895594.694,-990.441,47.4,23619919.977,124123672.517,3257.672,40.2,21813992.508,114633316.53,3243.695,50.2,23462187.758,123294571.241,-1229.262,46.7
2018-07-15 14:30:15,22434980.68,117896585.217,-990.68,47.4,23619300.016,124120414.997,3257.27,40.4,21813375.023,114630072.934,3243.32,50.6,23462421.695,123295800.628,-1229.633,46.7
2018-07-15 14:30:16,22435169.133,117897575.954,-990.809,47.4,23618680.086,124117157.656,3257.16,40.1,21812758.141,114626829.648,3243.148,50.0,23462656.0,123297030.314,-1229.719,46.9
2018-07-15 14:30:17,22435357.469,117898566.93,-991.121,47.5,23618060.32,124113900.56,3256.988,40.2,21812140.75,114623586.685,3242.785,50.2,23462889.602,123298260.362,-1230.207,46.7
2018-07-15 14:30:18,22435546.203,117899558.122,-991.297,47.6,23617441.109,124110643.668,3256.887,40.1,21811523.859,114620344.048,3242.531,49.9,23463123.992,123299490.741,-1230.563,46.2
2018-07-15 14:30:19,22435734.695,117900549.574,-991.508,48.1,23616820.734,124107387.023,3256.605,40.4,21810906.992,114617101.758,3242.188,49.9,23463357.875,123300721.472,-1230.902,46.3
2018-07-15 14:30:20,22435923.18,117901541.27,-991.906,47.6,23616201.234,124104130.586,3256.313,40.2,21810289.969,114613859.794,3241.836,50.4,23463592.109,123301952.512,-1231.223,46.3
2018-07-15 14:30:21,22436112.25,117902533.178,-991.969,47.7,23615581.352,124100874.376,3256.098,40.5,21809673.133,114610618.139,3241.523,50.8,23463826.523,123303183.895,-1231.492,46.0
2018-07-15 14:30:22,22436301.094,117903525.306,-992.273,47.3,23614962.367,124097618.384,3255.762,40.6,21809056.57,114607376.819,3241.082,51.1,23464060.586,123304415.591,-1231.902,46.0
2018-07-15 14:30:23,22436489.523,117904517.682,-992.387,47.4,23614342.953,124094362.63,3255.629,41.1,21808439.68,114604135.813,3240.969,50.2,23464295.523,123305647.633,-1232.098,46.6
2018-07-15 14:30:24,22436678.461,117905510.319,-992.871,47.3,23613722.859,124091107.103,3255.34,40.8,21807822.859,114600895.172,3240.434,49.9,23464529.883,123306880.046,-1232.57,46.3
2018-07-15 14:30:25,22436867.602,117906503.14,-992.906,47.5,23613103.516,124087851.75,3255.258,40.9,21807206.32,114597654.805,3240.195,49.6,23464764.719,123308112.739,-1232.773,46.2
2018-07-15 14:30:26,22437056.414,117907496.207,-993.266,46.3,23612484.508,124084596.699,3254.801,40.6,21806589.805,114594414.78,3239.746,49.8,23464999.375,123309345.794,-1233.27,46.1
2018-07-15 14:30:27,22437245.773,117908489.494,-993.512,46.1,23611864.859,124081341.76,3254.738,41.2,21805973.328,114591175.052,3239.59,49.9,23465233.781,123310579.163,-1233.492,46.3
2018-07-15 14:30:28,22437434.477,117909483.05,-993.859,46.4,23611245.586,124078087.148,3254.441,41.2,21805356.984,114587935.693,3239.023,49.8,23465468.766,123311812.892,-1234.043,46.4
2018-07-15 14:30:29,22437624.039,117910476.821,-993.996,46.4,23610626.25,124074832.725,3254.27,41.0,21804740.477,114584696.648,3238.758,50.0,23465703.297,123313046.944,-1234.281,46.3
2018-07-15 14:30:30,22437812.867,117911470.822,-994.141,47.1,23610006.43,124071578.522,3254.008,41.3,21804124.102,114581457.928,3238.598,49.9,23465938.242,123314281.345,-1234.602,45.9
2018-07-15 14:30:31,22438002.391,117912465.059,-994.34,47.3,23609387.469,124068324.548,3253.75,41.1,21803507.813,114578219.539,3238.27,50.0,23466173.438,123315516.066,-1234.961,46.0
2018-07-15 14:30:32,22438191.695,117913459.528,-994.621,47.0,23608768.547,124065070.778,3253.641,41.1,21802891.711,114574981.486,3237.879,49.7,23466408.25,123316751.121,-1235.293,46.3
2018-07-15 14:30:33,22438381.063,117914454.253,-994.859,46.5,23608149.305,124061817.277,3253.316,41.6,21802275.281,114571743.754,3237.563,49.4,23466643.938,123317986.52,-1235.641,46.5
2018-07-15 14:30:34,22438569.859,117915449.21,-994.992,46.4,23607530.445,124058563.949,3253.344,42.0,21801659.297,114568506.35,3237.301,49.9,23466878.688,123319222.249,-1235.824,47.0
2018-07-15 14:30:35,22438759.313,117916444.383,-995.273,46.2,23606910.797,124055310.872,3252.992,42.0,21801043.367,114565269.268,3236.902,50.3,23467114.031,123320458.312,-1236.215,46.7
