time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2021-08-28 02:30:00,21845709.556,114799996.937,685.545,48.5,24397614.867,128210391.82,-213.838,37.0,21447401.81,112706864.029,-1617.498,48.5,24440982.979,128438199.279,3568.361,36.0
2021-08-28 02:30:01,21845579.428,114799311.823,684.632,48.5,24397654.982,128210605.793,-214.082,36.75,21447709.382,112708481.83,-1618.163,48.5,24440305.37,128434631.116,3568.098,35.75
2021-08-28 02:30:02,21845449.21,114798627.408,684.13,48.5,24397696.608,128210819.848,-214.106,36.75,21448017.113,112710100.106,-1618.41,48.75,24439625.815,128431063.099,3567.942,35.25
2021-08-28 02:30:03,21845319.202,114797943.478,683.753,48.25,24397736.696,128211033.765,-213.682,36.75,21448325.057,112711718.678,-1618.572,48.75,24438946.941,128427495.013,3568.254,35.75
2021-08-28 02:30:04,21845188.9,114797259.787,683.468,48.25,24397777.474,128211247.289,-213.349,37.0,21448633.231,112713337.274,-1618.724,48.5,24438267.851,128423926.623,3568.487,36.0
2021-08-28 02:30:05,21845058.946,114796576.636,682.846,48.0,24397818.321,128211460.752,-213.614,37.0,21448941.391,112714956.213,-1619.154,48.5,24437589.295,128420358.211,3568.402,36.0
2021-08-28 02:30:06,21844928.848,114795894.193,682.028,48.0,24397859.29,128211674.292,-213.799,37.0,21449249.467,112716575.642,-1619.715,48.5,24436910.145,128416789.967,3568.245,36.25
2021-08-28 02:30:07,21844799.227,114795212.338,681.737,47.75,24397899.819,128211887.799,-213.356,37.0,21449557.737,112718195.447,-1619.838,48.5,24436231.151,128413221.768,3568.319,36.25
2021-08-28 02:30:08,21844669.795,114794530.917,681.073,47.5,24397940.357,128212101.133,-213.546,37.25,21449866.044,112719815.486,-1620.327,48.75,24435552.61,128409653.399,3568.259,36.5
2021-08-28 02:30:09,21844540.108,114793850.012,680.628,47.5,24397981.519,128212314.346,-213.196,37.5,21450174.542,112721435.812,-1620.557,48.75,24434873.571,128406084.983,3568.586,36.25
2021-08-28 02:30:10,21844410.696,114793169.592,679.993,47.25,24398021.751,128212527.409,-213.126,37.5,21450482.873,112723056.42,-1620.907,48.75,24434193.983,128402516.583,3568.042,36.25
2021-08-28 02:30:11,21844281.213,114792489.605,679.513,47.25,24398062.571,128212740.318,-213.115,37.5,21450791.524,112724677.27,-1621.215,48.5,24433515.271,128398948.03,3568.329,36.25
2021-08-28 02:30:12,21844151.789,114791810.234,679.185,47.25,24398102.737,128212953.195,-212.916,37.5,21451099.954,112726298.522,-1621.288,48.5,24432836.421,128395379.527,3568.629,36.0
