time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2024-01-09 03:15:00,21620090.615,113614478.984,-1020.473,45.492,21146955.879,111128091.457,186.417,48.758,22564465.59,118577490.103,-2884.729,41.883,23388494.605,122907452.58,2950.067,39.059
2024-01-09 03:15:01,21620284.775,113615499.652,-1021.081,45.594,21146920.635,111127905.325,185.767,48.684,22565014.698,118580374.737,-2884.911,41.93,23387932.944,122904502.467,2949.915,39.102
2024-01-09 03:15:02,21620479.116,113616520.885,-1021.461,45.789,21146885.407,111127719.754,185.344,48.723,22565563.957,118583259.565,-2884.891,41.863,23387371.96,122901552.44,2949.956,39.043
2024-01-09 03:15:03,21620673.276,113617542.551,-1021.905,45.813,21146849.917,111127534.696,184.796,48.746,22566112.682,118586144.427,-2884.988,41.953,23386810.05,122898602.373,2950.055,38.652
2024-01-09 03:15:04,21620867.602,113618564.756,-1022.362,45.879,21146814.8,111127350.197,184.327,48.77,22566661.458,118589029.446,-2884.942,42.031,23386248.065,122895652.385,2949.819,38.41
2024-01-09 03:15:05,21621061.936,113619587.425,-1022.9,45.844,21146779.787,111127166.207,183.723,48.762,22567210.133,118591914.538,-2885.124,42.309,23385686.638,122892702.378,2949.948,38.09
2024-01-09 03:15:06,21621257.284,113620610.555,-1023.449,45.848,21146744.837,111126982.724,183.165,48.926,22567758.465,118594799.7,-2885.32,42.391,23385125.292,122889752.36,2949.831,37.723
2024-01-09 03:15:07,21621452.176,113621634.279,-1023.895,45.938,21146710.28,111126799.862,182.688,49.027,22568308.371,118597685.034,-2885.362,42.27,23384563.864,122886802.485,2950.05,38.359
2024-01-09 03:15:08,21621647.341,113622658.331,-1024.34,45.828,21146675.633,111126617.371,182.081,49.156,22568856.599,118600570.321,-2885.445,42.051,23384003.915,122883852.515,2949.881,38.727
2024-01-09 03:15:09,21621842.164,113623682.843,-1024.862,46.012,21146641.229,111126435.368,181.633,49.242,22569406.154,118603455.664,-2885.633,42.258,23383442.164,122880902.491,2949.901,39.039
2024-01-09 03:15:10,21622037.017,113624707.88,-1025.283,45.945,21146606.405,111126253.941,181.108,49.438,22569955.911,118606341.129,-2885.617,42.402,23382880.509,122877952.541,2949.836,39.223
2024-01-09 03:15:11,21622232.101,113625733.432,-1025.785,45.852,21146571.299,111126073.063,180.655,49.457,22570505.406,118609226.723,-2885.585,42.574,23382318.889,122875002.596,2950.051,39.051
2024-01-09 03:15:12,21622427.428,113626759.462,-1026.173,45.414,21146537.696,111125892.721,180.111,49.34,22571053.328,118612112.412,-2885.721,42.473,23381757.201,122872052.689,2949.92,38.84
2024-01-09 03:15:13,21622622.233,113627785.908,-1026.832,45.336,21146503.633,111125712.804,179.563,49.352,22571602.482,118614998.104,-2885.752,42.277,23381196.278,122869102.723,2949.877,38.57
2024-01-09 03:15:14,21622817.665,113628813.025,-1027.244,45.379,21146469.091,111125533.611,179.018,49.309,22572152.232,118617884.052,-2885.82,42.227,23380634.589,122866152.924,2949.883,38.238
2024-01-09 03:15:15,21623013.432,113629840.493,-1027.635,45.418,21146435.185,111125354.8,178.581,49.141,22572700.786,118620770.004,-2885.912,42.305,23380072.712,122863203.042,2949.98,37.898
2024-01-09 03:15:16,21623209.014,113630868.485,-1028.363,45.063,21146401.101,111125176.552,178.004,48.992,22573249.949,118623656.026,-2886.11,42.156,23379511.993,122860253.18,2949.944,37.895
2024-01-09 03:15:17,21623404.554,113631896.937,-1028.648,45.168,21146367.581,111124998.832,177.52,48.891,22573800.209,118626542.183,-2886.111,42.008,23378950.685,122857303.337,2949.876,38.047
2024-01-09 03:15:18,21623600.858,113632925.887,-1029.062,45.34,21146333.999,111124821.639,177.019,48.824,22574349.168,118629428.415,-2886.18,42.273,23378389.48,122854353.516,2949.8,37.75
2024-01-09 03:15:19,21623796.523,113633955.466,-1029.551,45.426,21146300.026,111124645.11,176.524,48.793,22574897.666,118632314.885,-2886.222,42.363,23377828.721,122851403.878,2949.788,37.879
2024-01-09 03:15:20,21623992.468,113634985.447,-1030.101,45.414,21146266.509,111124469.011,175.873,48.738,22575447.404,118635201.376,-2886.489,42.313,23377266.289,122848454.145,2949.657,37.688
2024-01-09 03:15:21,21624188.238,113636015.769,-1030.641,45.633,21146233.109,111124293.287,175.384,48.57,22575996.687,118638087.783,-2886.548,42.379,23376706.136,122845504.265,2949.698,38.059
2024-01-09 03:15:22,21624384.221,113637046.546,-1030.898,45.594,21146200.054,111124118.078,174.999,48.574,22576546.347,118640974.291,-2886.45,42.242,23376144.043,122842554.414,2949.787,38.52
2024-01-09 03:15:23,21624581.146,113638077.977,-1031.595,45.473,21146166.502,111123943.542,174.344,48.598,22577095.579,118643860.998,-2886.643,42.316,23375582.73,122839604.73,2949.861,38.84
2024-01-09 03:15:24,21624777.324,113639109.839,-1031.997,45.488,21146133.33,111123769.474,173.916,48.43,22577644.394,118646747.77,-2886.687,42.512,23375020.655,122836655.028,2949.894,39.051
2024-01-09 03:15:25,21624973.994,113640142.13,-1032.577,45.738,21146100.119,111123595.867,173.319,48.27,22578194.315,118649634.548,-2886.829,42.543,23374459.992,122833705.288,2949.788,39.363
2024-01-09 03:15:26,21625170.124,113641174.952,-1033.113,45.441,21146067.633,111123422.835,172.818,48.152,22578744.081,118652521.5,-2886.94,42.246,23373899.311,122830755.586,2949.836,39.402
2024-01-09 03:15:27,21625367.169,113642208.239,-1033.447,45.234,21146034.602,111123250.339,172.256,48.156,22579292.455,118655408.507,-2887.04,41.824,23373338.061,122827805.928,2949.76,39.664
2024-01-09 03:15:28,21625563.986,113643241.963,-1034.079,45.371,21146001.96,111123078.287,171.73,48.508,22579842.37,118658295.556,-2887.14,41.953,23372776.235,122824856.192,2949.596,39.449
2024-01-09 03:15:29,21625760.428,113644276.173,-1034.53,45.68,21145969.019,111122906.784,171.158,48.52,22580392.388,118661182.714,-2887.306,42.266,23372214.538,122821906.489,2949.712,38.926
