time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2018-07-15 23:15:00,21712501.867,114100017.411,2016.402,47.7,24137392.477,126842910.327,1091.457,39.2,21759572.227,114347379.983,-280.363,50.3,22710644.086,119345285.816,-2571.434,46.2
2018-07-15 23:15:01,21712118.125,114098000.984,2016.328,47.8,24137185.289,126841818.976,1091.227,39.1,21759625.602,114347660.346,-280.504,50.0,22711133.406,119347857.458,-2571.891,46.3
2018-07-15 23:15:02,21711734.602,114095984.644,2016.293,48.2,24136976.789,126840727.8,1091.043,39.0,21759679.336,114347940.85,-280.539,49.8,22711622.672,119350429.445,-2572.145,46.2
2018-07-15 23:15:03,21711350.945,114093968.398,2016.18,48.1,24136769.43,126839636.762,1090.992,38.7,21759732.5,114348221.482,-280.699,49.8,22712112.422,119353001.831,-2572.664,45.9
2018-07-15 23:15:04,21710967.219,114091952.217,2016.246,47.5,24136561.594,126838545.938,1090.82,39.1,21759786.086,114348502.27,-280.871,49.9,22712601.883,119355574.562,-2572.816,45.7
2018-07-15 23:15:05,21710583.523,114089936.161,2016.051,47.8,24136355.172,126837455.306,1090.641,39.6,21759839.391,114348783.197,-280.961,49.7,22713091.492,119358147.717,-2573.25,45.0
2018-07-15 23:15:06,21710200.086,114087920.148,2015.813,48.1,24136147.633,126836364.793,1090.375,40.0,21759892.797,114349064.242,-281.176,49.9,22713581.555,119360721.204,-2573.734,45.5
2018-07-15 23:15:07,21709816.438,114085904.256,2015.758,48.0,24135939.281,126835274.524,1090.109,39.8,21759946.117,114349345.432,-281.34,49.8,22714070.906,119363295.069,-2574.074,45.8
2018-07-15 23:15:08,21709432.664,114083888.41,2015.777,47.6,24135731.438,126834184.382,1090.063,39.2,21760000.055,114349626.746,-281.371,50.0,22714560.977,119365869.278,-2574.406,45.9
2018-07-15 23:15:09,21709049.008,114081872.658,2015.762,47.9,24135525.109,126833094.406,1089.898,39.0,21760053.625,114349908.202,-281.473,50.2,22715050.359,119368443.906,-2574.809,45.8
