time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2019-07-13 21:45:00,22762891.851,119619855.565,2080.832,43.688,24448881.988,128479729.16,-2192.444,39.375,21895421.024,115061249.059,417.543,50.375,22509452.505,118288008.254,-2550.995,46.875
2019-07-13 21:45:01,22762495.734,119617774.712,2080.89,43.719,24449299.069,128481921.55,-2192.278,39.688,21895341.554,115060831.641,417.29,50.312,22509938.004,118290559.5,-2551.445,46.812
2019-07-13 21:45:02,22762099.605,119615693.817,2080.913,43.781,24449716.094,128484113.728,-2192.123,39.812,21895262.211,115060414.566,416.888,50.312,22510423.574,118293111.283,-2552.048,46.906
2019-07-13 21:45:03,22761703.546,119613612.964,2080.854,43.812,24450133.209,128486305.747,-2192.058,39.938,21895182.971,115059997.89,416.463,50.344,22510909.256,118295663.647,-2552.688,47.094
2019-07-13 21:45:04,22761307.605,119611532.095,2080.978,43.688,24450550.674,128488497.586,-2191.689,39.656,21895103.787,115059581.567,416.17,50.25,22511395.062,118298216.555,-2553.141,47.125
2019-07-13 21:45:05,22760911.645,119609451.07,2081.089,43.75,24450967.721,128490689.091,-2191.29,40.062,21895024.57,115059165.47,415.998,50.281,22511880.96,118300769.887,-2553.513,46.938
2019-07-13 21:45:06,22760515.722,119607369.951,2081.161,43.656,24451384.607,128492880.332,-2191.233,40.219,21894945.412,115058749.641,415.656,50.312,22512367.017,118303323.678,-2553.97,46.875
2019-07-13 21:45:07,22760119.717,119605288.71,2081.296,43.75,24451801.69,128495071.258,-2190.763,40.156,21894866.346,115058334.066,415.474,50.281,22512853.129,118305877.913,-2554.474,46.781
2019-07-13 21:45:08,22759723.652,119603207.446,2081.168,43.75,24452218.462,128497262.011,-2190.603,40.406,21894787.329,115057918.831,415.055,50.25,22513339.282,118308432.679,-2555.054,46.844
2019-07-13 21:45:09,22759327.631,119601126.172,2081.251,43.781,24452635.587,128499452.583,-2190.541,40.188,21894708.34,115057503.973,414.642,50.25,22513825.486,118310988.008,-2555.623,47.0
2019-07-13 21:45:10,22758931.659,119599044.815,2081.445,43.906,24453052.104,128501642.892,-2190.121,40.438,21894629.396,115057089.418,414.383,50.219,22514311.837,118313543.833,-2555.951,46.969
2019-07-13 21:45:11,22758535.544,119596963.296,2081.509,43.906,24453468.679,128503832.869,-2189.87,40.469,21894550.544,115056675.062,414.212,50.188,22514798.367,118316100.051,-2556.48,46.875
2019-07-13 21:45:12,22758139.471,119594881.681,2081.572,43.906,24453885.244,128506022.591,-2189.731,40.438,21894471.755,115056260.998,413.866,50.188,22515284.872,118318656.739,-2556.958,46.875
2019-07-13 21:45:13,22757743.316,119592800.091,2081.609,44.0,24454301.8,128508212.136,-2189.37,40.438,21894393.035,115055847.325,413.502,50.156,22515771.463,118321214.022,-2557.558,47.031
2019-07-13 21:45:14,22757347.087,119590718.472,2081.677,44.031,24454718.36,128510401.49,-2189.292,40.594,21894314.417,115055433.985,413.168,50.25,22516258.214,118323771.82,-2557.994,47.188
2019-07-13 21:45:15,22756950.892,119588636.782,2081.717,44.031,24455134.808,128512590.569,-2189.118,40.75,21894235.866,115055020.93,412.863,50.188,22516745.03,118326330.086,-2558.501,47.062
2019-07-13 21:45:16,22756554.716,119586555.018,2081.76,43.969,24455551.359,128514779.368,-2188.63,40.719,21894157.36,115054608.156,412.633,50.156,22517231.99,118328888.851,-2559.001,46.906
2019-07-13 21:45:17,22756158.56,119584473.153,2081.853,44.0,24455967.828,128516967.947,-2188.463,40.406,21894078.855,115054195.693,412.308,50.219,22517719.052,118331448.106,-2559.504,46.906
