time,C1C_1,L1C_1,D1C_1,S1C_1,C1C_2,L1C_2,D1C_2,S1C_2,C1C_3,L1C_3,D1C_3,S1C_3,C1C_4,L1C_4,D1C_4,S1C_4
2021-01-05 06:00:00,22846981.755,120061701.428,2167.865,40.75,21931658.003,115251637.893,2093.169,45.75,0.0,0.0,0.0,0.0,22691176.982,119242992.839,-3105.87,43.5
2021-01-05 06:00:01,22846570.577,120059534.107,2167.094,40.75,21931259.591,115249544.775,2093.031,45.75,0.0,0.0,0.0,0.0,22691767.627,119246098.875,-3106.217,43.5
2021-01-05 06:00:02,22846157.158,120057367.294,2166.33,40.75,21930861.116,115247451.889,2092.662,45.75,0.0,0.0,0.0,0.0,22692358.896,119249205.261,-3106.741,43.75
2021-01-05 06:00:03,22845745.24,120055200.729,2165.867,40.25,21930463.072,115245358.937,2092.513,45.75,0.0,0.0,0.0,0.0,22692950.26,119252311.686,-3107.039,43.5
2021-01-05 06:00:04,22845332.746,120053034.721,2165.321,40.25,21930064.96,115243266.198,2092.173,46.0,0.0,0.0,0.0,0.0,22693541.412,119255418.406,-3107.282,43.75
2021-01-05 06:00:05,22844921.767,120050869.1,2164.747,40.25,21929666.887,115241173.544,2091.865,45.75,0.0,0.0,0.0,0.0,22694131.997,119258525.361,-3107.811,43.5
2021-01-05 06:00:06,22844509.222,120048704.462,2164.652,40.25,21929268.615,115239081.516,2092.351,46.0,0.0,0.0,0.0,0.0,22694723.698,119261633.038,-3107.542,43.5
2021-01-05 06:00:07,22844097.334,120046540.094,2164.167,40.0,21928870.278,115236989.518,2091.966,46.0,0.0,0.0,0.0,0.0,22695315.407,119264740.829,-3107.805,43.75
2021-01-05 06:00:08,22843684.976,120044376.058,2163.427,40.25,21928472.468,115234897.488,2091.583,46.25,0.0,0.0,0.0,0.0,22695906.586,119267848.728,-3108.331,43.5
2021-01-05 06:00:09,22843273.289,120042212.563,2163.175,40.25,21928074.593,115232805.707,2091.608,46.25,0.0,0.0,0.0,0.0,22696498.112,119270956.963,-3108.427,43.5
2021-01-05 06:00:10,22842861.863,120040049.631,2162.624,40.25,21927676.513,115230714.135,2091.526,46.5,0.0,0.0,0.0,0.0,22697089.75,119274065.538,-3108.79,43.75
2021-01-05 06:00:11,22842450.745,120037887.35,2162.281,40.0,21927278.557,115228622.935,2091.253,46.5,0.0,0.0,0.0,0.0,22697681.294,119277174.591,-3109.185,43.75
2021-01-05 06:00:12,22842039.649,120035725.375,2161.668,40.5,21926880.621,115226531.704,2091.102,46.75,0.0,0.0,0.0,0.0,22698272.953,119280283.688,-3109.368,43.75
2021-01-05 06:00:13,22841628.409,120033563.987,2161.182,40.5,21926483.019,115224440.749,2090.944,46.75,0.0,0.0,0.0,0.0,22698864.617,119283393.207,-3109.643,43.75
2021-01-05 06:00:14,22841217.54,120031402.957,2160.976,40.5,21926085.158,115222349.831,2090.935,47.0,0.0,0.0,0.0,0.0,22699456.992,119286502.858,-3109.835,43.5
2021-01-05 06:00:15,22840805.904,120029242.572,2160.037,40.75,21925687.088,115220259.229,2090.466,47.0,0.0,0.0,0.0,0.0,22700048.602,119289612.924,-3110.208,43.75
2021-01-05 06:00:16,22840394.661,120027082.705,2159.492,40.5,21925289.407,115218168.833,2090.17,47.0,0.0,0.0,0.0,0.0,22700640.309,119292723.33,-3110.747,43.5
2021-01-05 06:00:17,22839983.903,120024923.276,2159.183,40.25,21924891.486,115216078.573,2090.143,47.0,0.0,0.0,0.0,0.0,22701231.94,119295833.958,-3110.833,43.5
2021-01-05 06:00:18,22839572.942,120022764.506,2158.654,40.25,21924494.136,115213988.653,2089.977,47.0,0.0,0.0,0.0,0.0,22701824.381,119298945.04,-3111.0,43.75
2021-01-05 06:00:19,22839162.184,120020606.059,2158.219,40.0,21924096.527,115211898.749,2089.827,47.0,0.0,0.0,0.0,0.0,22702416.36,119302056.232,-3111.326,43.5
2021-01-05 06:00:20,22838752.491,120018448.045,2157.353,40.0,21923698.498,115209808.958,2089.134,47.0,0.0,0.0,0.0,0.0,22703008.606,119305167.651,-3112.052,43.5
2021-01-05 06:00:21,22838340.951,120016290.48,2156.824,40.25,21923301.111,115207719.301,2089.175,47.0,0.0,0.0,0.0,0.0,22703600.732,119308279.303,-3112.217,43.75
